collection,split,file_stem,model_family,n_configs,node_count,edge_count,edge_per_node
tile:xla,train,mlperf_nmt_batch_64_-5aff48a5f8427143,mlperf,1567,49,49,1.0
tile:xla,train,mlperf_nmt_batch_64_-5bd4726306d45dc9,mlperf,55,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_-5ecf41eff454ee4,mlperf,3154,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_64_-5f1d5ff4da64d712,mlperf,2603,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_64_-5fa41440d0563635,mlperf,269,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_64_-61540d1ce655af06,mlperf,3354,22,22,1.0
tile:xla,train,mlperf_nmt_batch_64_-61b7c70cb8a5d900,mlperf,2788,28,27,0.9642857142857143
tile:xla,train,mlperf_nmt_batch_64_-61e92d253db9154d,mlperf,270,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_64_-621fe2bdd03434d3,mlperf,3815,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_64_-622bfbf0f1c758b1,mlperf,1119,49,49,1.0
tile:xla,train,mlperf_nmt_batch_64_-62ad81fa11793d16,mlperf,2013,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_64_-62d722e6c51fd339,mlperf,234,18,19,1.0555555555555556
tile:xla,train,mlperf_nmt_batch_64_-62ef9fa7d4ca5e77,mlperf,999,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_64_-6402279bbe978ae0,mlperf,284,15,15,1.0
tile:xla,train,mlperf_nmt_batch_64_-645a86299dfbf30,mlperf,259,42,47,1.119047619047619
tile:xla,train,mlperf_nmt_batch_64_-6575b3f562e93df7,mlperf,331,18,19,1.0555555555555556
tile:xla,train,mlperf_nmt_batch_64_-6618b3d9c8a7a2c7,mlperf,269,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_64_-670b3b963db1e65a,mlperf,262,10,10,1.0
tile:xla,train,mlperf_nmt_batch_64_-6898069e44181d61,mlperf,1308,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_-69eacdb332bae18f,mlperf,134,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_64_-6ba0e2926c82514c,mlperf,306,18,19,1.0555555555555556
tile:xla,train,mlperf_nmt_batch_64_-6d0d4d47dfaed469,mlperf,2026,21,21,1.0
tile:xla,train,mlperf_nmt_batch_64_-6d58dfaa46524eb2,mlperf,235,42,47,1.119047619047619
tile:xla,train,mlperf_nmt_batch_64_-6dc8be2a5dbce40d,mlperf,3977,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_-6ee8e1cb3a512dd6,mlperf,2785,35,35,1.0
tile:xla,train,mlperf_nmt_batch_64_-70dc1cd671e99183,mlperf,235,15,15,1.0
tile:xla,train,mlperf_nmt_batch_64_-7291d7544f80e593,mlperf,2444,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_64_-72962edc33ba10bd,mlperf,1109,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_64_-73689892ab5a8e6,mlperf,235,39,43,1.1025641025641026
tile:xla,train,mlperf_nmt_batch_64_-73a4bb7564efde9e,mlperf,3320,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_64_-7438235a07c891d3,mlperf,335,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_-76dec580ee285a9f,mlperf,3156,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_-772e6da54922ee15,mlperf,3427,19,19,1.0
tile:xla,train,mlperf_nmt_batch_64_-77479609b580f707,mlperf,2695,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_-79c9b34c4aa461a,mlperf,260,15,15,1.0
tile:xla,train,mlperf_nmt_batch_64_-7b7863d4a7686554,mlperf,60,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_-7c779f43528d5174,mlperf,1216,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_64_-7cc38b19f564d223,mlperf,2488,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_-7f780bcb2099abfe,mlperf,284,18,19,1.0555555555555556
tile:xla,train,mlperf_nmt_batch_64_-80e170717975418,mlperf,284,42,47,1.119047619047619
tile:xla,train,mlperf_nmt_batch_64_-8c47724dca28db0,mlperf,429,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_-acac534d91db3df,mlperf,2657,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_64_-c3d3b15d7963aa0,mlperf,309,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_-c8a2c2ef5ccbceb,mlperf,1130,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_-dbb1563cfa9cac3,mlperf,270,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_64_12da185d097dd64,mlperf,2842,22,22,1.0
tile:xla,train,mlperf_nmt_batch_64_137f88afde861b38,mlperf,235,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_1462cfd8af507629,mlperf,209,14,14,1.0
tile:xla,train,mlperf_nmt_batch_64_17dc6a452a0c28a8,mlperf,3982,35,35,1.0
tile:xla,train,mlperf_nmt_batch_64_18fba42c5f34de08,mlperf,3688,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_64_1927eebbedc8e6e8,mlperf,8,45,54,1.2
tile:xla,train,mlperf_nmt_batch_64_19ecb250dba3fa4d,mlperf,174,10,10,1.0
tile:xla,train,mlperf_nmt_batch_64_1a68273fb3d3032f,mlperf,210,42,47,1.119047619047619
tile:xla,train,mlperf_nmt_batch_64_1bb330932f49207f,mlperf,2935,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_1bfdcc1505a782f1,mlperf,3085,27,27,1.0
tile:xla,train,mlperf_nmt_batch_64_1c765dfe2ae938d1,mlperf,3804,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_64_1d2cdef35a1e594a,mlperf,1488,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_1e2e423ceb492a58,mlperf,2955,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_1fac60ca61328ee4,mlperf,259,14,14,1.0
tile:xla,train,mlperf_nmt_batch_64_1faddb02e22a2205,mlperf,4247,28,27,0.9642857142857143
tile:xla,train,mlperf_nmt_batch_64_2282c0fb85f2b645,mlperf,1230,49,49,1.0
tile:xla,train,mlperf_nmt_batch_64_2491a8bb9e23a89f,mlperf,3432,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_25b6a581707e1e16,mlperf,1535,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_25e81c63f9f611c2,mlperf,617,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_64_26304456916a2bcf,mlperf,3134,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_2761db0361840ee9,mlperf,2730,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_27c308b787a30e07,mlperf,65,21,20,0.9523809523809523
tile:xla,train,mlperf_nmt_batch_64_27e12bf67d35691d,mlperf,2565,27,27,1.0
tile:xla,train,mlperf_nmt_batch_64_2a2c5151dc465ab2,mlperf,210,39,43,1.1025641025641026
tile:xla,train,mlperf_nmt_batch_64_2a9a22850107306e,mlperf,1003,49,49,1.0
tile:xla,train,mlperf_nmt_batch_64_2bf52d66d88d3f68,mlperf,3223,28,27,0.9642857142857143
tile:xla,train,mlperf_nmt_batch_64_2cd66fab41188cd9,mlperf,4721,19,19,1.0
tile:xla,train,mlperf_nmt_batch_64_2ff1c0a68b03f4df,mlperf,2885,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_64_305f56945564bc3b,mlperf,334,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_31c77318e2b10dc8,mlperf,1540,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_64_32f8339cfd0ef35a,mlperf,260,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_335cf15a362e06d0,mlperf,55,32,36,1.125
tile:xla,train,mlperf_nmt_batch_64_337c114b1a172a78,mlperf,65,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_34e96eb369fc3a25,mlperf,2233,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_64_362793d3b984854,mlperf,284,10,9,0.9
tile:xla,train,mlperf_nmt_batch_64_3699b265d8bfc2,mlperf,3613,22,22,1.0
tile:xla,train,mlperf_nmt_batch_64_3874204f493baeef,mlperf,281,14,14,1.0
tile:xla,train,mlperf_nmt_batch_64_3874c64e2ed47df8,mlperf,270,28,30,1.0714285714285714
tile:xla,train,mlperf_nmt_batch_64_394d1af3a2cd38bd,mlperf,1434,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_64_39b06c9eb383aa00,mlperf,3213,35,35,1.0
tile:xla,train,mlperf_nmt_batch_64_3a2b5c724b386f02,mlperf,3859,19,19,1.0
tile:xla,train,mlperf_nmt_batch_64_3b0786c3d1c0733b,mlperf,1343,49,49,1.0
tile:xla,train,mlperf_nmt_batch_64_3c72b5ecf73faf6c,mlperf,2031,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_3c95906584dfcb46,mlperf,3127,21,21,1.0
tile:xla,train,mlperf_nmt_batch_64_3cef26ac9ac9f209,mlperf,2945,19,19,1.0
tile:xla,train,mlperf_nmt_batch_64_3ffe263caa700878,mlperf,99,7,6,0.8571428571428571
tile:xla,train,mlperf_nmt_batch_64_40fd1784becbd2eb,mlperf,204,10,10,1.0
tile:xla,train,mlperf_nmt_batch_64_411990df32e8dcb5,mlperf,1535,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_41656a9ca7c14e20,mlperf,1369,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_42300778515bbf08,mlperf,259,10,9,0.9
tile:xla,train,mlperf_nmt_batch_64_42b47e46f5d56f3,mlperf,2077,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_43eedb258130e8ca,mlperf,1833,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_4636a292ae989fc5,mlperf,4627,19,19,1.0
tile:xla,train,mlperf_nmt_batch_64_47566a605d8af12f,mlperf,2694,21,21,1.0
tile:xla,train,mlperf_nmt_batch_64_47fa67ae30e8a55b,mlperf,309,7,6,0.8571428571428571
tile:xla,train,mlperf_nmt_batch_64_48f4a5c651574b3c,mlperf,260,39,43,1.1025641025641026
tile:xla,train,mlperf_nmt_batch_64_496d520844a6a5b9,mlperf,249,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_64_4a344dac5561baf2,mlperf,132,32,36,1.125
tile:xla,train,mlperf_nmt_batch_64_4a77e25058ba8a1c,mlperf,235,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_4b5dcc7c2341434d,mlperf,11,45,54,1.2
tile:xla,train,mlperf_nmt_batch_64_4c51ba7698514710,mlperf,2042,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_4e4787f3f111509a,mlperf,2548,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_64_52b6eafeeb829720,mlperf,269,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_64_53a7b5719e70d265,mlperf,3990,28,27,0.9642857142857143
tile:xla,train,mlperf_nmt_batch_64_5436dc319c3dd25e,mlperf,210,6,6,1.0
tile:xla,train,mlperf_nmt_batch_64_5480578482e01a9b,mlperf,334,7,6,0.8571428571428571
tile:xla,train,mlperf_nmt_batch_64_5839facf999285cb,mlperf,334,10,9,0.9
tile:xla,train,mlperf_nmt_batch_64_5880dc83a3f8fb02,mlperf,270,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_59161b5ce1f2f558,mlperf,235,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_5a0dc174038bb912,mlperf,97,32,36,1.125
tile:xla,train,mlperf_nmt_batch_64_5b5ebf2932f599c3,mlperf,285,39,43,1.1025641025641026
tile:xla,train,mlperf_nmt_batch_64_5b6b1a08b66ace90,mlperf,2573,22,22,1.0
tile:xla,train,mlperf_nmt_batch_64_5bea783be8c215d,mlperf,2249,21,21,1.0
tile:xla,train,mlperf_nmt_batch_64_5c8c682df55dfa4,mlperf,269,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_64_5c9d9f378053404b,mlperf,2046,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_5dc418b73a6da22a,mlperf,3187,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_5e1adef0a0ffdd96,mlperf,2279,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_5ebcc3296490baf7,mlperf,8,45,54,1.2
tile:xla,train,mlperf_nmt_batch_64_5ed8831e35d80a03,mlperf,237,32,36,1.125
tile:xla,train,mlperf_nmt_batch_64_5fd67124c832e93,mlperf,1455,49,49,1.0
tile:xla,train,mlperf_nmt_batch_64_6309d318b06f2032,mlperf,306,14,14,1.0
tile:xla,train,mlperf_nmt_batch_64_648b1f9e618f2076,mlperf,309,7,6,0.8571428571428571
tile:xla,train,mlperf_nmt_batch_64_652262677660449f,mlperf,285,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_65aacd6199e07749,mlperf,269,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_64_67344be9dbae9ed4,mlperf,2444,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_64_68bca6fbac1f4f2,mlperf,2893,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_694528b90458839e,mlperf,269,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_64_6a6c990b5213e73e,mlperf,2807,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_64_6affa1edfa66890,mlperf,4310,19,19,1.0
tile:xla,train,mlperf_nmt_batch_64_6d99f457f07fe4b4,mlperf,259,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_6f0f218278633f1,mlperf,70,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_72100cb243519390,mlperf,3710,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_726dbd8fceccc9e1,mlperf,310,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_73a4c4ae2649055c,mlperf,2610,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_75a3adb06d6c72a1,mlperf,284,7,6,0.8571428571428571
tile:xla,train,mlperf_nmt_batch_64_76d0b62bd5ca672c,mlperf,2077,20,20,1.0
tile:xla,train,mlperf_nmt_batch_64_775533f432f28a8f,mlperf,210,18,19,1.0555555555555556
tile:xla,train,mlperf_nmt_batch_64_77a24a6fce7ed11a,mlperf,290,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_77b3eff667de7e5d,mlperf,259,6,6,1.0
tile:xla,train,mlperf_nmt_batch_64_798bba5f3f9ae5f2,mlperf,2029,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_7b513462b8e7ea9e,mlperf,75,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_7ba450f5cc95c0c2,mlperf,346,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_64_7dbcb867e9d342bd,mlperf,3306,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_64_7dcf7159f748f859,mlperf,2708,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_7e9890712c6a5a4a,mlperf,1009,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_81bd5f5997257b9,mlperf,608,8,7,0.875
tile:xla,train,mlperf_nmt_batch_64_84ad0fca4a3a6e6,mlperf,3580,35,35,1.0
tile:xla,train,mlperf_nmt_batch_64_8975424ab3d7a61,mlperf,334,6,6,1.0
tile:xla,train,mlperf_nmt_batch_64_8bc1344640b7957,mlperf,60,21,20,0.9523809523809523
tile:xla,train,mlperf_nmt_batch_64_908162884d7b872,mlperf,259,18,19,1.0555555555555556
tile:xla,train,mlperf_nmt_batch_64_96759cc96c0ed9e,mlperf,1601,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_64_9bc7f8d0d555707,mlperf,2256,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_64_b0f5b5065e2b4a9,mlperf,3953,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_64_b5708cdf011c3ee,mlperf,2811,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_64_cd29351cde48a6,mlperf,17,45,54,1.2
tile:xla,train,mlperf_nmt_batch_64_ee37506f737ac1e,mlperf,280,10,10,1.0
tile:xla,train,mlperf_nmt_batch_64_eecac7a6d2a5371,mlperf,334,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_64_f95e7004e4c3c03,mlperf,334,42,47,1.119047619047619
tile:xla,train,mlperf_nmt_batch_8_-103434dbe2bfd924,mlperf,578,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-11bf1bf9fc8fe190,mlperf,753,27,27,1.0
tile:xla,train,mlperf_nmt_batch_8_-125e633bf294cf9b,mlperf,558,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_8_-13edd3d1c4d3c8df,mlperf,677,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-16f770c53cfada59,mlperf,628,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_8_-174e9a2d6d4aa45a,mlperf,62,28,30,1.0714285714285714
tile:xla,train,mlperf_nmt_batch_8_-1a8633b94459ba44,mlperf,688,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_8_-1b27642029b13a19,mlperf,477,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_-1bb7b4f6cb4ceb7,mlperf,12,15,15,1.0
tile:xla,train,mlperf_nmt_batch_8_-1beed0c670abf9ab,mlperf,80,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_8_-1c14e674d483a449,mlperf,822,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_8_-1c56ff4ba5122fa5,mlperf,1855,44,44,1.0
tile:xla,train,mlperf_nmt_batch_8_-1db92ebac4ffb358,mlperf,1240,33,32,0.9696969696969697
tile:xla,train,mlperf_nmt_batch_8_-2031d3eb3d192587,mlperf,425,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-203580245f8c020b,mlperf,755,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-231bbef9ef94424e,mlperf,556,27,27,1.0
tile:xla,train,mlperf_nmt_batch_8_-231e61030da0565f,mlperf,729,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-25fc888e2c32c1b1,mlperf,425,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-2826020fc14a0360,mlperf,476,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-292075e3c9edee3a,mlperf,608,8,7,0.875
tile:xla,train,mlperf_nmt_batch_8_-2a5b727da1ed9eb8,mlperf,301,28,28,1.0
tile:xla,train,mlperf_nmt_batch_8_-2f0251b39d7f6b96,mlperf,680,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-2f7150de9dc8271f,mlperf,679,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_-31c8b3ef3a6d4f21,mlperf,476,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-321bd591c63c6593,mlperf,285,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_8_-327327e519289265,mlperf,260,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_8_-38571a5ebd92a628,mlperf,629,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_-38cb6ed82a1e6837,mlperf,210,49,49,1.0
tile:xla,train,mlperf_nmt_batch_8_-3972abc9421b1b61,mlperf,1917,28,28,1.0
tile:xla,train,mlperf_nmt_batch_8_-399e80733464cd9f,mlperf,425,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-39b0bbb44e31e564,mlperf,62,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_8_-39e97a9ba5598d6b,mlperf,425,25,25,1.0
tile:xla,train,mlperf_nmt_batch_8_-3a1611eba11c0c71,mlperf,528,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-3b17dad52d3af0c0,mlperf,680,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-3caf212fec58a0da,mlperf,235,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_8_-3deb26ab8f1d12ef,mlperf,753,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_8_-3e78fb9dd33b7e91,mlperf,629,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-3f2337438b22c24b,mlperf,577,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-3f2d506bdbc47d63,mlperf,629,25,25,1.0
tile:xla,train,mlperf_nmt_batch_8_-3f80bff95d07bd16,mlperf,285,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-41fe3e313e85b2e0,mlperf,689,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_8_-426ba24e18a17dc8,mlperf,285,49,49,1.0
tile:xla,train,mlperf_nmt_batch_8_-46953053bd4a226b,mlperf,753,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_8_-492fb32342c4f216,mlperf,817,22,22,1.0
tile:xla,train,mlperf_nmt_batch_8_-4b27173c7af040ec,mlperf,1498,44,44,1.0
tile:xla,train,mlperf_nmt_batch_8_-5001ed36f3960fa7,mlperf,822,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-52ef06c39545e822,mlperf,1218,44,44,1.0
tile:xla,train,mlperf_nmt_batch_8_-5461be8aa604e725,mlperf,558,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-55b383d8b01e7c71,mlperf,62,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_8_-56b69adce88e8c94,mlperf,335,49,49,1.0
tile:xla,train,mlperf_nmt_batch_8_-57168ddfa19eafbb,mlperf,235,49,49,1.0
tile:xla,train,mlperf_nmt_batch_8_-589c3d2210c31fee,mlperf,335,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_8_-598f7ccc613a5945,mlperf,625,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-5a95ac87cb6d2ced,mlperf,729,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-5b2161bccf7d3f4e,mlperf,528,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-5c6c287ee1616649,mlperf,730,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-5d2e5ed3ded5d4f0,mlperf,730,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-606985bfdda83174,mlperf,100,10,10,1.0
tile:xla,train,mlperf_nmt_batch_8_-63c8c2cc934dfdc6,mlperf,557,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_8_-655ae3ef2ab5ebac,mlperf,579,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-677a5c2f279c03c4,mlperf,1430,33,32,0.9696969696969697
tile:xla,train,mlperf_nmt_batch_8_-681fbdb8bd75c691,mlperf,260,49,49,1.0
tile:xla,train,mlperf_nmt_batch_8_-68692b24ebf5aee1,mlperf,476,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_8_-69eacdb332bae18f,mlperf,134,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_8_-69fbd023bb273fb7,mlperf,477,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_-6a9ca7598d422b5c,mlperf,425,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_-6aeadaf53f453f84,mlperf,879,27,27,1.0
tile:xla,train,mlperf_nmt_batch_8_-6cb97a22cb70360a,mlperf,62,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_-729bd0ee81ae2e70,mlperf,755,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_8_-782d9a10611594a7,mlperf,578,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_-787006d4e8ce2d15,mlperf,75,6,6,1.0
tile:xla,train,mlperf_nmt_batch_8_-7ab575347c09cc68,mlperf,310,49,49,1.0
tile:xla,train,mlperf_nmt_batch_8_-d15c733dcaa8005,mlperf,87,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_8_-dc7a06b5640ac04,mlperf,689,22,22,1.0
tile:xla,train,mlperf_nmt_batch_8_-feee11bbaab8018,mlperf,425,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_8_119a896f59961590,mlperf,815,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_8_11b32c18a72a3b00,mlperf,1870,33,32,0.9696969696969697
tile:xla,train,mlperf_nmt_batch_8_11c866a05533016b,mlperf,1033,33,32,0.9696969696969697
tile:xla,train,mlperf_nmt_batch_8_1282b8978f30ba53,mlperf,62,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_8_1631db80f77ca27,mlperf,219,28,28,1.0
tile:xla,train,mlperf_nmt_batch_8_179738ea048bae56,mlperf,216,28,28,1.0
tile:xla,train,mlperf_nmt_batch_8_17e39628d1a53122,mlperf,210,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_8_18f7f128667e9ac6,mlperf,880,22,22,1.0
tile:xla,train,mlperf_nmt_batch_8_1b53ae780091d0ee,mlperf,94,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_8_1d871544e6789eb0,mlperf,557,22,22,1.0
tile:xla,train,mlperf_nmt_batch_8_1e0394731520cb10,mlperf,579,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_1e47925729f56908,mlperf,527,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_1f10ccca8bc74307,mlperf,625,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_8_1f9cf5e060508f6f,mlperf,62,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_8_2097ac5dcbeba510,mlperf,260,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_21e3a6587437cb91,mlperf,105,10,10,1.0
tile:xla,train,mlperf_nmt_batch_8_24b915aca645d2b7,mlperf,628,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_25e81c63f9f611c2,mlperf,617,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_8_25ea2b9309eb5cde,mlperf,688,27,27,1.0
tile:xla,train,mlperf_nmt_batch_8_269e80799acfaf7a,mlperf,677,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_8_28dd3380c8fea4e8,mlperf,679,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_29d86b02f76f9e9e,mlperf,62,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_8_2eee5b7652c85063,mlperf,528,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_2efb8efeab6ae82c,mlperf,310,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_302e92003ef7f14e,mlperf,224,28,28,1.0
tile:xla,train,mlperf_nmt_batch_8_3152eea8831e277b,mlperf,528,25,25,1.0
tile:xla,train,mlperf_nmt_batch_8_318a3af4a3e4b6a7,mlperf,477,25,25,1.0
tile:xla,train,mlperf_nmt_batch_8_32b23ce9c455d089,mlperf,527,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_335cf15a362e06d0,mlperf,55,32,36,1.125
